FIPS,Police Precinct ID,Ge0_Name,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More Races
3.60812E+11,105,"Block Group 1, Census Tract 1621, Queens County, New York",860,593,97,1,0,283,0,149,63,267,114,0,0,0,0,140,13
3.60812E+11,105,"Block Group 2, Census Tract 1621, Queens County, New York",1967,1488,436,110,0,846,0,0,96,479,186,0,0,5,0,280,8
3.60812E+11,105,"Block Group 3, Census Tract 1621, Queens County, New York",1453,939,331,29,0,475,0,32,72,514,245,0,0,0,0,269,0
3.60812E+11,105,"Block Group 4, Census Tract 1621, Queens County, New York",929,618,329,8,0,267,0,7,7,311,234,0,0,0,0,39,38
3.60812E+11,105,"Block Group 5, Census Tract 1621, Queens County, New York",1794,1296,161,177,0,902,0,15,41,498,298,9,0,14,0,95,82
3.6081E+11,106,"Block Group 1, Census Tract 40.02, Queens County, New York",1764,1037,110,79,0,707,0,85,56,727,318,7,0,0,0,358,44
3.6081E+11,106,"Block Group 1, Census Tract 44.01, Queens County, New York",2057,1517,239,158,0,972,0,73,75,540,207,14,27,0,0,210,82
3.6081E+11,106,"Block Group 2, Census Tract 44.01, Queens County, New York",2073,1538,161,64,0,1230,0,48,35,535,238,0,0,0,0,288,9
3.6081E+11,106,"Block Group 1, Census Tract 50, Queens County, New York",55,14,14,0,0,0,0,0,0,41,27,0,0,0,0,14,0
3.6081E+11,106,"Block Group 1, Census Tract 54, Queens County, New York",635,595,368,20,0,187,0,20,0,40,40,0,0,0,0,0,0
3.6081E+11,106,"Block Group 2, Census Tract 54, Queens County, New York",919,533,246,83,0,55,0,87,62,386,171,0,0,17,0,139,59
3.6081E+11,106,"Block Group 3, Census Tract 54, Queens County, New York",2274,1455,365,184,0,625,0,138,143,819,503,0,0,9,0,249,58
3.6081E+11,106,"Block Group 4, Census Tract 54, Queens County, New York",1882,932,132,125,0,590,0,0,85,950,245,36,0,0,0,629,40
3.6081E+11,106,"Block Group 1, Census Tract 58, Queens County, New York",2233,1270,792,140,0,259,0,0,79,963,427,109,0,0,0,411,16
3.6081E+11,106,"Block Group 2, Census Tract 58, Queens County, New York",1091,551,302,37,0,212,0,0,0,540,27,0,0,0,0,504,9
3.6081E+11,106,"Block Group 3, Census Tract 58, Queens County, New York",1740,1056,581,100,0,202,0,95,78,684,391,12,0,9,0,192,80
3.6081E+11,106,"Block Group 4, Census Tract 58, Queens County, New York",1138,491,134,98,0,246,0,0,13,647,241,0,0,0,0,406,0
3.6081E+11,106,"Block Group 1, Census Tract 62.01, Queens County, New York",3697,2698,2564,37,0,39,0,13,45,999,487,0,0,0,0,364,148
3.6081E+11,106,"Block Group 2, Census Tract 62.01, Queens County, New York",2862,1537,1174,73,0,217,0,0,73,1325,613,0,0,0,0,506,206
3.6081E+11,106,"Block Group 1, Census Tract 62.02, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6081E+11,106,"Block Group 2, Census Tract 62.02, Queens County, New York",645,105,62,0,0,43,0,0,0,540,55,0,0,37,0,328,120
3.6081E+11,106,"Block Group 3, Census Tract 62.02, Queens County, New York",552,340,340,0,0,0,0,0,0,212,155,0,0,0,0,57,0
3.6081E+11,106,"Block Group 4, Census Tract 62.02, Queens County, New York",885,526,354,164,0,0,0,0,8,359,138,19,0,0,0,97,105
3.6081E+11,106,"Block Group 5, Census Tract 62.02, Queens County, New York",1354,1081,994,0,0,87,0,0,0,273,112,0,0,0,0,0,161
3.6081E+11,106,"Block Group 6, Census Tract 62.02, Queens County, New York",1375,1053,829,71,0,153,0,0,0,322,303,0,0,0,0,0,19
3.6081E+11,106,"Block Group 7, Census Tract 62.02, Queens County, New York",2203,1340,791,223,0,178,0,144,4,863,257,35,0,0,0,520,51
3.6081E+11,106,"Block Group 1, Census Tract 86, Queens County, New York",1566,772,335,6,0,355,7,5,64,794,174,0,0,20,0,585,15
3.6081E+11,106,"Block Group 2, Census Tract 86, Queens County, New York",1354,821,478,15,0,313,0,0,15,533,271,6,23,0,0,192,41
3.6081E+11,106,"Block Group 1, Census Tract 88, Queens County, New York",1912,779,577,33,0,122,0,0,47,1133,770,20,0,0,0,303,40
3.6081E+11,106,"Block Group 2, Census Tract 88, Queens County, New York",1860,1185,859,183,0,143,0,0,0,675,498,102,0,25,0,26,24
3.6081E+11,106,"Block Group 1, Census Tract 94, Queens County, New York",1303,989,98,58,0,766,0,33,34,314,71,0,0,0,0,144,99
3.6081E+11,106,"Block Group 2, Census Tract 94, Queens County, New York",1414,1046,91,158,0,714,0,6,77,368,151,47,0,0,0,170,0
3.6081E+11,106,"Block Group 1, Census Tract 96, Queens County, New York",2097,1642,49,258,11,648,0,574,102,455,239,8,0,0,0,177,31
3.6081E+11,106,"Block Group 2, Census Tract 96, Queens County, New York",1909,1460,181,117,0,639,0,398,125,449,280,67,0,0,0,102,0
3.6081E+11,106,"Block Group 1, Census Tract 98, Queens County, New York",1641,1191,5,253,0,232,0,639,62,450,171,0,0,0,0,259,20
3.6081E+11,106,"Block Group 2, Census Tract 98, Queens County, New York",1218,1078,27,171,0,564,0,303,13,140,67,0,0,0,0,40,33
3.6081E+11,106,"Block Group 1, Census Tract 100, Queens County, New York",1395,1061,50,187,0,640,0,91,93,334,150,0,0,25,0,131,28
3.6081E+11,106,"Block Group 2, Census Tract 100, Queens County, New York",3090,2192,65,890,0,575,0,398,264,898,337,0,22,0,0,534,5
3.6081E+11,106,"Block Group 1, Census Tract 102, Queens County, New York",1347,747,62,171,0,333,0,103,78,600,106,0,0,0,0,488,6
3.6081E+11,106,"Block Group 2, Census Tract 102, Queens County, New York",1738,1292,175,270,0,621,0,80,146,446,143,0,0,7,0,282,14
3.6081E+11,106,"Block Group 1, Census Tract 104, Queens County, New York",1781,1542,93,594,0,370,0,402,83,239,15,0,0,33,0,144,47
3.6081E+11,106,"Block Group 2, Census Tract 104, Queens County, New York",1775,1563,155,338,0,266,0,582,222,212,155,0,0,0,0,41,16
3.6081E+11,106,"Block Group 2, Census Tract 106, Queens County, New York",2538,2126,23,327,39,598,0,886,253,412,206,7,0,57,0,115,27
3.6081E+11,106,"Block Group 2, Census Tract 112, Queens County, New York",1153,1003,336,59,0,480,0,52,76,150,24,0,0,0,0,126,0
3.6081E+11,106,"Block Group 1, Census Tract 158.01, Queens County, New York",1287,1191,16,431,0,240,0,413,91,96,96,0,0,0,0,0,0
3.6081E+11,106,"Block Group 2, Census Tract 158.01, Queens County, New York",1428,1155,0,684,26,208,0,178,59,273,0,94,47,0,0,89,43
3.6081E+11,106,"Block Group 3, Census Tract 158.01, Queens County, New York",1067,984,11,30,0,583,0,349,11,83,0,0,0,0,0,83,0
3.6081E+11,106,"Block Group 1, Census Tract 158.02, Queens County, New York",1173,987,64,241,0,139,0,513,30,186,107,0,0,0,0,79,0
3.6081E+11,106,"Block Group 2, Census Tract 158.02, Queens County, New York",1987,1647,65,555,18,308,0,520,181,340,78,0,0,45,0,217,0
3.6081E+11,106,"Block Group 3, Census Tract 158.02, Queens County, New York",1562,1054,122,299,0,376,0,218,39,508,92,0,0,0,0,416,0
3.6081E+11,106,"Block Group 1, Census Tract 164, Queens County, New York",1647,1508,73,636,1,460,0,299,39,139,22,40,0,0,0,65,12
3.6081E+11,106,"Block Group 2, Census Tract 164, Queens County, New York",2205,1618,44,500,0,460,0,415,199,587,86,77,0,0,0,386,38
3.6081E+11,106,"Block Group 1, Census Tract 166, Queens County, New York",2526,1822,59,406,100,672,0,474,111,704,204,11,0,0,0,489,0
3.6081E+11,106,"Block Group 2, Census Tract 166, Queens County, New York",1059,675,42,159,0,71,0,324,79,384,156,26,0,0,0,202,0
3.6081E+11,106,"Block Group 1, Census Tract 168, Queens County, New York",1569,1232,34,201,0,487,0,436,74,337,117,37,0,0,0,118,65
3.6081E+11,106,"Block Group 2, Census Tract 168, Queens County, New York",1745,1238,71,196,0,420,0,166,385,507,171,0,6,0,0,292,38
3.6081E+11,106,"Block Group 1, Census Tract 170, Queens County, New York",1745,1534,35,638,75,576,0,171,39,211,92,12,0,0,0,107,0
3.6081E+11,106,"Block Group 2, Census Tract 170, Queens County, New York",1055,1000,27,190,0,428,0,314,41,55,29,0,0,14,0,12,0
3.6081E+11,106,"Block Group 1, Census Tract 172, Queens County, New York",1417,1325,6,367,0,497,0,353,102,92,32,0,0,0,0,60,0
3.6081E+11,106,"Block Group 2, Census Tract 172, Queens County, New York",698,537,46,277,0,187,0,27,0,161,0,17,0,0,0,144,0
3.6081E+11,106,"Block Group 1, Census Tract 174, Queens County, New York",909,736,17,379,0,272,0,58,10,173,0,101,4,0,0,32,36
3.6081E+11,106,"Block Group 2, Census Tract 174, Queens County, New York",1565,1105,23,551,31,162,0,221,117,460,320,58,0,0,0,82,0
3.6081E+11,106,"Block Group 1, Census Tract 176, Queens County, New York",1393,1205,41,525,0,367,0,185,87,188,134,0,0,13,0,41,0
3.6081E+11,106,"Block Group 2, Census Tract 176, Queens County, New York",1030,816,48,482,0,106,0,88,92,214,48,46,0,0,0,108,12
3.6081E+11,106,"Block Group 1, Census Tract 178, Queens County, New York",1129,871,7,388,13,107,0,218,138,258,73,65,0,0,0,59,61
3.6081E+11,106,"Block Group 2, Census Tract 178, Queens County, New York",1155,792,0,411,22,184,0,157,18,363,175,64,0,6,0,105,13
3.6081E+11,106,"Block Group 1, Census Tract 180, Queens County, New York",1457,1185,228,265,129,307,0,184,72,272,178,54,0,0,0,40,0
3.60811E+11,106,"Block Group 1, Census Tract 814, Queens County, New York",1877,1463,65,699,0,307,0,300,92,414,256,10,0,0,0,148,0
3.60811E+11,106,"Block Group 2, Census Tract 814, Queens County, New York",1378,1095,0,541,0,425,0,119,10,283,121,0,0,0,0,147,15
3.60811E+11,106,"Block Group 3, Census Tract 814, Queens County, New York",900,805,0,491,0,298,0,8,8,95,95,0,0,0,0,0,0
3.60811E+11,106,"Block Group 1, Census Tract 818, Queens County, New York",1901,1450,162,619,0,424,0,183,62,451,1,28,0,0,0,422,0
3.60811E+11,106,"Block Group 2, Census Tract 818, Queens County, New York",712,441,51,111,0,129,0,140,10,271,140,0,8,0,0,115,8
3.60811E+11,106,"Block Group 3, Census Tract 818, Queens County, New York",1295,1104,0,544,0,212,0,153,195,191,45,17,0,0,0,129,0
3.60811E+11,106,"Block Group 1, Census Tract 838, Queens County, New York",1883,1408,118,219,0,810,54,11,196,475,316,0,0,0,0,133,26
3.60811E+11,106,"Block Group 2, Census Tract 838, Queens County, New York",1324,1081,160,219,157,523,0,0,22,243,209,0,0,0,0,28,6
3.60811E+11,106,"Block Group 3, Census Tract 838, Queens County, New York",1494,1006,180,87,43,379,0,317,0,488,366,11,0,0,0,111,0
3.60811E+11,106,"Block Group 4, Census Tract 838, Queens County, New York",1004,560,168,85,0,280,0,0,27,444,270,0,0,0,0,162,12
3.60811E+11,106,"Block Group 1, Census Tract 840, Queens County, New York",1779,1479,71,770,19,428,0,60,131,300,126,0,0,0,0,167,7
3.60811E+11,106,"Block Group 2, Census Tract 840, Queens County, New York",1597,1357,41,243,0,643,0,362,68,240,59,0,0,0,0,167,14
3.60811E+11,106,"Block Group 3, Census Tract 840, Queens County, New York",907,769,159,78,0,462,0,59,11,138,97,0,0,0,0,41,0
3.60811E+11,106,"Block Group 4, Census Tract 840, Queens County, New York",838,605,56,106,0,301,0,68,74,233,59,0,0,0,0,159,15
3.60811E+11,106,"Block Group 5, Census Tract 840, Queens County, New York",1379,1231,58,188,0,598,0,232,155,148,67,0,0,0,0,57,24
3.60811E+11,106,"Block Group 1, Census Tract 846.01, Queens County, New York",1688,1227,210,109,15,632,0,240,21,461,163,8,30,0,0,260,0
3.60811E+11,106,"Block Group 2, Census Tract 846.01, Queens County, New York",1414,1153,457,89,0,383,0,132,92,261,77,0,0,0,0,163,21
3.60811E+11,106,"Block Group 1, Census Tract 846.02, Queens County, New York",1064,817,85,214,0,373,0,98,47,247,58,19,0,0,0,152,18
3.60811E+11,106,"Block Group 1, Census Tract 864, Queens County, New York",1874,936,116,144,0,533,0,86,57,938,319,15,2,21,0,470,111
3.60811E+11,106,"Block Group 2, Census Tract 864, Queens County, New York",1127,787,202,89,0,416,0,72,8,340,180,0,0,12,0,123,25
3.60811E+11,106,"Block Group 1, Census Tract 884, Queens County, New York",926,905,901,2,0,0,0,0,2,21,15,0,0,0,0,6,0
3.60811E+11,106,"Block Group 2, Census Tract 884, Queens County, New York",563,563,414,52,0,14,0,0,83,0,0,0,0,0,0,0,0
3.60811E+11,106,"Block Group 3, Census Tract 884, Queens County, New York",519,470,470,0,0,0,0,0,0,49,49,0,0,0,0,0,0
3.60811E+11,106,"Block Group 4, Census Tract 884, Queens County, New York",956,873,845,0,0,28,0,0,0,83,58,0,0,0,0,25,0
3.60811E+11,106,"Block Group 5, Census Tract 884, Queens County, New York",1333,1247,1127,0,0,0,0,120,0,86,31,0,0,0,0,0,55
3.60811E+11,106,"Block Group 6, Census Tract 884, Queens County, New York",1443,920,709,46,0,165,0,0,0,523,293,0,0,0,0,134,96
3.60811E+11,106,"Block Group 7, Census Tract 884, Queens County, New York",747,557,557,0,0,0,0,0,0,190,0,0,0,0,0,190,0
3.60811E+11,106,"Block Group 8, Census Tract 884, Queens County, New York",1479,1150,1129,2,0,19,0,0,0,329,158,14,0,0,0,56,101
3.60811E+11,106,"Block Group 1, Census Tract 892, Queens County, New York",858,785,767,0,0,18,0,0,0,73,73,0,0,0,0,0,0
3.60811E+11,106,"Block Group 2, Census Tract 892, Queens County, New York",889,850,770,0,0,20,0,0,60,39,0,0,0,0,0,39,0
3.60811E+11,106,"Block Group 3, Census Tract 892, Queens County, New York",1753,1564,1424,75,0,46,0,0,19,189,53,0,0,0,0,110,26
3.60811E+11,106,"Block Group 4, Census Tract 892, Queens County, New York",1145,850,702,0,0,113,0,35,0,295,0,0,0,0,0,295,0
3.60811E+11,106,"Block Group 5, Census Tract 892, Queens County, New York",1082,1082,1065,0,0,0,0,0,17,0,0,0,0,0,0,0,0
3.60811E+11,106,"Block Group 6, Census Tract 892, Queens County, New York",753,733,733,0,0,0,0,0,0,20,0,0,0,0,0,20,0
3.60811E+11,106,"Block Group 7, Census Tract 892, Queens County, New York",832,752,752,0,0,0,0,0,0,80,80,0,0,0,0,0,0
3.60811E+11,106,"Block Group 8, Census Tract 892, Queens County, New York",352,352,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6081E+11,107,"Block Group 1, Census Tract 214, Queens County, New York",2805,1984,393,194,0,1379,0,0,18,821,146,11,20,0,0,566,78
3.6081E+11,107,"Block Group 2, Census Tract 214, Queens County, New York",2020,1204,110,72,0,894,0,0,128,816,133,31,0,0,0,580,72
3.6081E+11,107,"Block Group 3, Census Tract 214, Queens County, New York",2177,1203,93,42,0,1002,0,0,66,974,129,0,0,0,15,830,0
3.6081E+11,107,"Block Group 1, Census Tract 220.01, Queens County, New York",248,154,68,0,0,86,0,0,0,94,40,0,0,37,0,17,0
3.6081E+11,107,"Block Group 2, Census Tract 220.01, Queens County, New York",2737,1779,690,386,0,654,0,42,7,958,299,92,18,0,0,501,48
3.6081E+11,107,"Block Group 3, Census Tract 220.01, Queens County, New York",1325,725,388,49,0,254,0,0,34,600,175,0,0,0,0,373,52
3.6081E+11,107,"Block Group 4, Census Tract 220.01, Queens County, New York",1648,1341,565,306,0,470,0,0,0,307,172,16,0,0,0,103,16
3.6081E+11,107,"Block Group 1, Census Tract 220.02, Queens County, New York",838,778,239,108,0,341,0,90,0,60,25,0,0,0,0,35,0
3.6081E+11,107,"Block Group 2, Census Tract 220.02, Queens County, New York",1744,1490,591,494,0,195,0,0,210,254,46,0,0,0,0,127,81
3.6081E+11,107,"Block Group 3, Census Tract 220.02, Queens County, New York",2801,2123,821,526,0,761,0,0,15,678,202,14,0,18,0,403,41
3.6081E+11,107,"Block Group 4, Census Tract 220.02, Queens County, New York",1497,822,419,49,0,257,0,75,22,675,206,20,0,0,0,432,17
3.6081E+11,107,"Block Group 1, Census Tract 230, Queens County, New York",1259,857,288,11,0,546,0,0,12,402,244,0,0,0,0,158,0
3.6081E+11,107,"Block Group 2, Census Tract 230, Queens County, New York",946,672,315,42,0,290,0,10,15,274,209,0,0,0,0,60,5
3.6081E+11,107,"Block Group 1, Census Tract 232, Queens County, New York",989,915,294,138,0,353,0,8,122,74,74,0,0,0,0,0,0
3.6081E+11,107,"Block Group 2, Census Tract 232, Queens County, New York",2324,1518,254,693,0,363,0,184,24,806,341,43,0,0,0,389,33
3.6081E+11,107,"Block Group 3, Census Tract 232, Queens County, New York",2510,2134,200,285,0,1210,7,252,180,376,99,42,0,7,0,228,0
3.6081E+11,107,"Block Group 1, Census Tract 236, Queens County, New York",1600,1197,319,34,10,718,0,58,58,403,86,41,0,0,0,268,8
3.6081E+11,107,"Block Group 1, Census Tract 238, Queens County, New York",765,221,7,0,0,140,0,74,0,544,38,0,0,0,0,488,18
3.6081E+11,107,"Block Group 1, Census Tract 446.02, Queens County, New York",2587,2029,59,581,7,1244,0,84,54,558,188,68,10,0,0,292,0
3.6081E+11,107,"Block Group 1, Census Tract 448, Queens County, New York",2114,1448,103,113,0,1094,0,70,68,666,110,52,0,0,0,504,0
3.6081E+11,107,"Block Group 2, Census Tract 448, Queens County, New York",809,710,53,41,17,387,0,0,212,99,44,0,0,0,0,34,21
3.6081E+11,107,"Block Group 1, Census Tract 450, Queens County, New York",878,572,92,73,0,376,0,0,31,306,128,9,0,38,0,106,25
3.6081E+11,107,"Block Group 2, Census Tract 450, Queens County, New York",1393,1091,229,171,0,645,0,0,46,302,120,0,0,0,0,156,26
3.6081E+11,107,"Block Group 1, Census Tract 452, Queens County, New York",989,896,229,231,24,360,0,0,52,93,85,3,0,5,0,0,0
3.6081E+11,107,"Block Group 1, Census Tract 454, Queens County, New York",1464,1287,106,341,0,578,0,212,50,177,72,0,0,19,0,0,86
3.6081E+11,107,"Block Group 2, Census Tract 454, Queens County, New York",3244,2848,117,361,10,2317,0,0,43,396,89,0,29,0,0,278,0
3.6081E+11,107,"Block Group 1, Census Tract 456, Queens County, New York",1497,1389,51,50,0,1202,0,71,15,108,9,6,0,0,0,81,12
3.6081E+11,107,"Block Group 1, Census Tract 458, Queens County, New York",2299,2117,207,284,0,1494,0,67,65,182,138,4,0,0,0,40,0
3.6081E+11,107,"Block Group 1, Census Tract 464, Queens County, New York",1725,1163,239,470,0,352,0,26,76,562,225,56,0,0,0,226,55
3.6081E+11,107,"Block Group 1, Census Tract 466, Queens County, New York",2691,2256,249,567,0,1385,0,46,9,435,129,26,0,13,0,241,26
3.6081E+11,107,"Block Group 2, Census Tract 466, Queens County, New York",1095,911,119,290,0,439,0,31,32,184,41,101,0,0,0,25,17
3.6081E+11,107,"Block Group 1, Census Tract 472, Queens County, New York",1008,877,83,203,0,547,0,9,35,131,69,0,0,0,0,45,17
3.6081E+11,107,"Block Group 2, Census Tract 472, Queens County, New York",993,798,369,45,0,343,0,33,8,195,32,39,0,0,0,124,0
3.6081E+11,107,"Block Group 3, Census Tract 472, Queens County, New York",1810,1612,461,602,0,497,0,18,34,198,111,8,0,0,0,70,9
3.6081E+11,107,"Block Group 1, Census Tract 476, Queens County, New York",790,725,287,229,0,209,0,0,0,65,0,54,0,0,0,11,0
3.6081E+11,107,"Block Group 2, Census Tract 476, Queens County, New York",804,686,265,49,0,372,0,0,0,118,21,15,0,0,0,82,0
3.6081E+11,107,"Block Group 1, Census Tract 478, Queens County, New York",1883,1565,417,563,0,480,0,69,36,318,20,0,0,0,0,186,112
3.6081E+11,107,"Block Group 2, Census Tract 478, Queens County, New York",2902,2111,594,776,0,472,0,0,269,791,50,1,6,0,0,726,8
3.6081E+11,107,"Block Group 1, Census Tract 492, Queens County, New York",2042,1607,228,1330,0,7,0,0,42,435,184,101,0,7,0,143,0
3.60811E+11,107,"Block Group 1, Census Tract 779.02, Queens County, New York",1008,1008,941,0,0,67,0,0,0,0,0,0,0,0,0,0,0
3.60811E+11,107,"Block Group 2, Census Tract 779.02, Queens County, New York",1273,1250,1242,8,0,0,0,0,0,23,23,0,0,0,0,0,0
3.60811E+11,107,"Block Group 3, Census Tract 779.02, Queens County, New York",1715,1686,1601,0,0,85,0,0,0,29,29,0,0,0,0,0,0
3.60811E+11,107,"Block Group 4, Census Tract 779.02, Queens County, New York",558,530,101,44,0,345,0,0,40,28,28,0,0,0,0,0,0
3.60811E+11,107,"Block Group 5, Census Tract 779.02, Queens County, New York",681,597,549,0,0,48,0,0,0,84,26,0,0,0,0,58,0
3.60811E+11,107,"Block Group 1, Census Tract 779.03, Queens County, New York",693,496,213,15,0,268,0,0,0,197,153,0,0,0,0,39,5
3.60811E+11,107,"Block Group 2, Census Tract 779.03, Queens County, New York",1322,1070,781,31,0,231,0,0,27,252,184,0,0,0,0,68,0
3.60811E+11,107,"Block Group 3, Census Tract 779.03, Queens County, New York",1346,1131,772,72,0,113,0,0,174,215,195,0,0,0,0,20,0
3.60811E+11,107,"Block Group 1, Census Tract 779.04, Queens County, New York",1283,988,579,0,40,369,0,0,0,295,295,0,0,0,0,0,0
3.60811E+11,107,"Block Group 2, Census Tract 779.04, Queens County, New York",1446,1426,959,56,0,388,0,0,23,20,20,0,0,0,0,0,0
3.60811E+11,107,"Block Group 3, Census Tract 779.04, Queens County, New York",1823,1520,946,104,0,394,0,0,76,303,123,14,19,13,0,116,18
3.60811E+11,107,"Block Group 4, Census Tract 779.04, Queens County, New York",1569,1475,1252,0,0,151,0,0,72,94,94,0,0,0,0,0,0
3.60811E+11,107,"Block Group 1, Census Tract 779.05, Queens County, New York",1913,1355,891,109,0,331,0,0,24,558,310,48,0,0,0,175,25
3.60811E+11,107,"Block Group 2, Census Tract 779.05, Queens County, New York",779,536,113,185,0,238,0,0,0,243,142,0,0,9,0,16,76
3.60811E+11,107,"Block Group 1, Census Tract 779.06, Queens County, New York",1912,1646,565,97,0,914,0,0,70,266,227,19,0,0,0,9,11
3.60811E+11,107,"Block Group 2, Census Tract 779.06, Queens County, New York",1741,1615,1413,0,0,202,0,0,0,126,0,0,0,0,0,116,10
3.60811E+11,107,"Block Group 1, Census Tract 779.07, Queens County, New York",1478,1088,937,52,60,27,0,0,12,390,329,0,0,0,0,61,0
3.60811E+11,107,"Block Group 2, Census Tract 779.07, Queens County, New York",1659,1576,1417,22,0,89,0,0,48,83,25,0,0,0,0,58,0
3.60811E+11,107,"Block Group 1, Census Tract 779.08, Queens County, New York",2106,1869,747,542,0,391,0,0,189,237,188,27,0,0,0,22,0
3.60811E+11,107,"Block Group 2, Census Tract 779.08, Queens County, New York",1978,1640,368,423,0,561,0,0,288,338,303,11,0,0,0,13,11
3.60811E+11,107,"Block Group 1, Census Tract 793, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.60811E+11,107,"Block Group 3, Census Tract 803.02, Queens County, New York",1530,1273,104,0,0,1169,0,0,0,257,257,0,0,0,0,0,0
3.60811E+11,107,"Block Group 1, Census Tract 809, Queens County, New York",1747,1042,438,226,0,378,0,0,0,705,207,0,0,147,0,28,323
3.60811E+11,107,"Block Group 2, Census Tract 809, Queens County, New York",813,635,287,27,0,321,0,0,0,178,123,0,0,0,0,55,0
3.60811E+11,107,"Block Group 3, Census Tract 809, Queens County, New York",451,451,436,15,0,0,0,0,0,0,0,0,0,0,0,0,0
