FIPS,Police Precinct ID,Ge0_Name,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More Races
3.6061E+11,24,"Block Group 4, Census Tract 177, New York County, New York",1711,744,112,400,0,232,0,0,0,967,561,299,0,0,0,107,0
3.6061E+11,24,"Block Group 5, Census Tract 177, New York County, New York",1283,1214,801,111,0,97,0,28,177,69,69,0,0,0,0,0,0
3.6061E+11,24,"Block Group 6, Census Tract 177, New York County, New York",602,602,421,111,0,47,0,0,23,0,0,0,0,0,0,0,0
3.6061E+11,24,"Block Group 7, Census Tract 177, New York County, New York",1012,634,446,63,0,40,0,0,85,378,320,58,0,0,0,0,0
3.6061E+11,24,"Block Group 8, Census Tract 177, New York County, New York",1565,1281,838,138,0,165,0,0,140,284,284,0,0,0,0,0,0
3.6061E+11,24,"Block Group 0, Census Tract 179, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,24,"Block Group 1, Census Tract 179, New York County, New York",1280,947,812,0,0,135,0,0,0,333,143,0,0,0,0,190,0
3.6061E+11,24,"Block Group 2, Census Tract 179, New York County, New York",664,420,362,58,0,0,0,0,0,244,117,0,47,0,0,80,0
3.6061E+11,24,"Block Group 3, Census Tract 179, New York County, New York",1274,967,881,0,0,57,0,0,29,307,29,0,0,0,0,278,0
3.6061E+11,24,"Block Group 4, Census Tract 179, New York County, New York",1928,1359,1163,75,0,121,0,0,0,569,434,0,0,0,0,49,86
3.6061E+11,24,"Block Group 5, Census Tract 179, New York County, New York",1235,1234,1026,47,0,122,0,0,39,1,1,0,0,0,0,0,0
3.6061E+11,24,"Block Group 6, Census Tract 179, New York County, New York",1494,676,574,0,0,102,0,0,0,818,44,0,554,0,0,170,50
3.6061E+11,24,"Block Group 7, Census Tract 179, New York County, New York",1240,1090,817,50,0,158,0,0,65,150,150,0,0,0,0,0,0
3.6061E+11,24,"Block Group 1, Census Tract 181, New York County, New York",1686,1384,992,311,0,81,0,0,0,302,66,144,0,0,0,92,0
3.6061E+11,24,"Block Group 2, Census Tract 181, New York County, New York",956,915,721,26,0,168,0,0,0,41,41,0,0,0,0,0,0
3.6061E+11,24,"Block Group 3, Census Tract 181, New York County, New York",2462,1697,1430,141,0,126,0,0,0,765,420,0,0,0,0,345,0
3.6061E+11,24,"Block Group 4, Census Tract 181, New York County, New York",1252,1092,576,106,0,265,0,145,0,160,160,0,0,0,0,0,0
3.6061E+11,24,"Block Group 5, Census Tract 181, New York County, New York",1467,1218,856,167,0,139,0,0,56,249,1,248,0,0,0,0,0
3.6061E+11,24,"Block Group 6, Census Tract 181, New York County, New York",1756,1556,1119,326,0,0,0,111,0,200,0,138,0,0,0,62,0
3.6061E+11,24,"Block Group 0, Census Tract 183, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,24,"Block Group 1, Census Tract 183, New York County, New York",2229,1807,1534,130,0,27,0,0,116,422,59,14,0,0,0,102,247
3.6061E+11,24,"Block Group 2, Census Tract 183, New York County, New York",578,578,444,56,0,78,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,24,"Block Group 3, Census Tract 183, New York County, New York",497,442,365,0,20,57,0,0,0,55,55,0,0,0,0,0,0
3.6061E+11,24,"Block Group 4, Census Tract 183, New York County, New York",1627,1467,1211,0,0,256,0,0,0,160,160,0,0,0,0,0,0
3.6061E+11,24,"Block Group 5, Census Tract 183, New York County, New York",1217,1100,912,116,0,72,0,0,0,117,117,0,0,0,0,0,0
3.6061E+11,24,"Block Group 6, Census Tract 183, New York County, New York",571,447,447,0,0,0,0,0,0,124,124,0,0,0,0,0,0
3.6061E+11,24,"Block Group 7, Census Tract 183, New York County, New York",735,663,598,0,0,65,0,0,0,72,38,34,0,0,0,0,0
3.6061E+11,24,"Block Group 1, Census Tract 185, New York County, New York",1144,1127,805,155,0,136,0,0,31,17,17,0,0,0,0,0,0
3.6061E+11,24,"Block Group 2, Census Tract 185, New York County, New York",2886,2627,1796,510,0,263,0,0,58,259,186,73,0,0,0,0,0
3.6061E+11,24,"Block Group 3, Census Tract 185, New York County, New York",1105,906,718,57,8,123,0,0,0,199,133,0,0,0,0,66,0
3.6061E+11,24,"Block Group 0, Census Tract 187, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,24,"Block Group 1, Census Tract 187, New York County, New York",2157,1830,1650,123,0,55,0,2,0,327,23,303,0,0,0,1,0
3.6061E+11,24,"Block Group 2, Census Tract 187, New York County, New York",2256,2239,2085,42,0,112,0,0,0,17,17,0,0,0,0,0,0
3.6061E+11,24,"Block Group 3, Census Tract 187, New York County, New York",487,487,239,47,0,147,0,0,54,0,0,0,0,0,0,0,0
3.6061E+11,24,"Block Group 4, Census Tract 187, New York County, New York",1324,1252,984,0,0,249,0,0,19,72,72,0,0,0,0,0,0
3.6061E+11,24,"Block Group 5, Census Tract 187, New York County, New York",1325,805,521,198,0,69,0,0,17,520,409,24,0,0,0,87,0
3.6061E+11,24,"Block Group 6, Census Tract 187, New York County, New York",1111,1061,801,96,0,135,0,0,29,50,0,10,0,0,0,0,40
3.6061E+11,24,"Block Group 1, Census Tract 189, New York County, New York",1579,1405,1180,24,0,201,0,0,0,174,73,0,0,0,0,84,17
3.6061E+11,24,"Block Group 2, Census Tract 189, New York County, New York",1969,1101,513,316,0,217,0,0,55,868,222,0,0,0,0,646,0
3.6061E+11,24,"Block Group 3, Census Tract 189, New York County, New York",2902,784,94,630,0,37,0,0,23,2118,254,496,0,0,0,1368,0
3.6061E+11,24,"Block Group 4, Census Tract 189, New York County, New York",1175,478,297,90,0,91,0,0,0,697,254,89,0,0,0,354,0
3.6061E+11,24,"Block Group 5, Census Tract 189, New York County, New York",1440,946,352,400,0,85,0,0,109,494,259,116,0,0,0,98,21
3.6061E+11,24,"Block Group 6, Census Tract 189, New York County, New York",3171,1228,44,686,0,190,0,0,308,1943,757,497,0,0,0,645,44
3.6061E+11,24,"Block Group 0, Census Tract 191, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,24,"Block Group 1, Census Tract 191, New York County, New York",2025,1942,1457,51,0,434,0,0,0,83,83,0,0,0,0,0,0
3.6061E+11,24,"Block Group 2, Census Tract 191, New York County, New York",1902,1833,1418,35,0,263,0,0,117,69,69,0,0,0,0,0,0
3.6061E+11,24,"Block Group 3, Census Tract 191, New York County, New York",1036,926,820,0,0,29,0,0,77,110,25,85,0,0,0,0,0
3.6061E+11,24,"Block Group 4, Census Tract 191, New York County, New York",1631,1471,965,93,0,368,0,0,45,160,50,0,0,0,0,18,92
3.6061E+11,24,"Block Group 5, Census Tract 191, New York County, New York",1902,1253,653,187,0,266,0,43,104,649,525,12,0,0,0,33,79
3.6061E+11,24,"Block Group 6, Census Tract 191, New York County, New York",1338,908,375,460,0,73,0,0,0,430,182,70,29,0,0,149,0
3.6061E+11,24,"Block Group 1, Census Tract 193, New York County, New York",1630,1260,515,297,0,174,0,271,3,370,258,83,0,0,0,29,0
3.6061E+11,24,"Block Group 2, Census Tract 193, New York County, New York",1638,956,666,156,0,59,0,0,75,682,156,0,0,0,0,190,336
3.6061E+11,24,"Block Group 3, Census Tract 193, New York County, New York",1114,762,361,61,0,337,0,0,3,352,32,0,0,0,0,227,93
3.6061E+11,24,"Block Group 4, Census Tract 193, New York County, New York",649,447,174,180,0,93,0,0,0,202,5,0,0,0,0,121,76
3.6061E+11,24,"Block Group 5, Census Tract 193, New York County, New York",3233,1782,996,754,0,32,0,0,0,1451,165,325,0,0,0,892,69
3.6061E+11,24,"Block Group 6, Census Tract 193, New York County, New York",1097,445,220,110,0,71,0,0,44,652,228,10,26,0,0,313,75
3.6061E+11,24,"Block Group 0, Census Tract 195, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,24,"Block Group 1, Census Tract 195, New York County, New York",1056,1056,806,15,0,179,0,0,56,0,0,0,0,0,0,0,0
3.6061E+11,24,"Block Group 2, Census Tract 195, New York County, New York",1494,1234,1122,54,0,14,0,0,44,260,260,0,0,0,0,0,0
3.6061E+11,24,"Block Group 3, Census Tract 195, New York County, New York",1960,1512,906,24,0,518,0,0,64,448,191,203,0,0,0,39,15
3.6061E+11,24,"Block Group 4, Census Tract 195, New York County, New York",1053,720,490,0,0,215,0,0,15,333,86,0,0,0,0,232,15
3.6061E+11,24,"Block Group 5, Census Tract 195, New York County, New York",1644,1340,1227,67,0,46,0,0,0,304,71,112,0,0,0,104,17
3.6061E+11,25,"Block Group 0, Census Tract 152, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,25,"Block Group 0, Census Tract 162, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,25,"Block Group 0, Census Tract 178, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,25,"Block Group 1, Census Tract 178, New York County, New York",1227,396,159,180,0,57,0,0,0,831,300,26,0,43,0,399,63
3.6061E+11,25,"Block Group 2, Census Tract 178, New York County, New York",1637,748,313,199,0,103,0,110,23,889,290,44,28,0,0,494,33
3.6061E+11,25,"Block Group 3, Census Tract 178, New York County, New York",918,553,199,253,0,58,16,0,27,365,87,26,0,26,0,206,20
3.6061E+11,25,"Block Group 1, Census Tract 182, New York County, New York",1068,387,314,39,0,0,0,34,0,681,114,25,0,0,0,518,24
3.6061E+11,25,"Block Group 2, Census Tract 182, New York County, New York",760,244,1,243,0,0,0,0,0,516,139,51,0,0,0,219,107
3.6061E+11,25,"Block Group 3, Census Tract 182, New York County, New York",1638,652,170,326,0,92,0,35,29,986,154,32,0,18,0,701,81
3.6061E+11,25,"Block Group 1, Census Tract 184, New York County, New York",2136,1224,230,801,0,89,0,74,30,912,198,37,0,0,0,605,72
3.6061E+11,25,"Block Group 2, Census Tract 184, New York County, New York",1187,646,135,391,0,120,0,0,0,541,159,0,0,0,0,382,0
3.6061E+11,25,"Block Group 1, Census Tract 188, New York County, New York",1008,468,260,120,0,50,0,0,38,540,36,0,14,0,0,465,25
3.6061E+11,25,"Block Group 2, Census Tract 188, New York County, New York",1651,725,190,478,0,18,0,0,39,926,90,0,0,0,0,811,25
3.6061E+11,25,"Block Group 3, Census Tract 188, New York County, New York",1855,537,243,265,0,29,0,0,0,1318,350,129,0,0,0,821,18
3.6061E+11,25,"Block Group 4, Census Tract 188, New York County, New York",1495,647,170,369,0,47,0,16,45,848,335,40,0,69,0,378,26
3.6061E+11,25,"Block Group 0, Census Tract 192, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,25,"Block Group 1, Census Tract 192, New York County, New York",524,241,40,142,0,0,0,0,59,283,6,0,0,0,0,277,0
3.6061E+11,25,"Block Group 2, Census Tract 192, New York County, New York",1796,654,6,527,0,70,0,0,51,1142,230,296,14,9,0,508,85
3.6061E+11,25,"Block Group 3, Census Tract 192, New York County, New York",1643,834,51,581,0,202,0,0,0,809,95,55,98,0,0,526,35
3.6061E+11,25,"Block Group 1, Census Tract 194, New York County, New York",2377,1121,0,1097,0,0,0,24,0,1256,336,33,118,0,0,733,36
3.6061E+11,25,"Block Group 2, Census Tract 194, New York County, New York",801,655,215,253,0,96,0,0,91,146,0,106,0,0,0,40,0
3.6061E+11,25,"Block Group 3, Census Tract 194, New York County, New York",1694,549,147,352,0,15,0,0,35,1145,116,7,0,0,0,1022,0
3.6061E+11,25,"Block Group 4, Census Tract 194, New York County, New York",1831,597,105,492,0,0,0,0,0,1234,208,99,0,0,0,927,0
3.6061E+11,25,"Block Group 1, Census Tract 196, New York County, New York",1522,792,241,426,0,115,0,0,10,730,276,92,0,0,0,362,0
3.6061E+11,25,"Block Group 2, Census Tract 196, New York County, New York",1493,780,58,418,0,90,0,0,214,713,150,80,0,0,0,434,49
3.6061E+11,25,"Block Group 3, Census Tract 196, New York County, New York",1057,616,208,379,0,25,4,0,0,441,180,173,0,0,0,55,33
3.6061E+11,25,"Block Group 1, Census Tract 198, New York County, New York",2806,2255,453,1434,15,302,0,0,51,551,233,70,0,0,0,232,16
3.6061E+11,25,"Block Group 2, Census Tract 198, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,25,"Block Group 1, Census Tract 206, New York County, New York",1814,1551,326,1101,0,124,0,0,0,263,85,11,0,0,0,121,46
3.6061E+11,25,"Block Group 2, Census Tract 206, New York County, New York",1597,1071,111,916,0,0,0,0,44,526,67,180,18,0,0,208,53
3.6061E+11,25,"Block Group 0, Census Tract 210, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,25,"Block Group 1, Census Tract 210, New York County, New York",1454,1381,54,1327,0,0,0,0,0,73,34,18,0,0,0,21,0
3.6061E+11,25,"Block Group 2, Census Tract 210, New York County, New York",2109,1862,114,1665,0,57,0,0,26,247,0,97,0,0,0,99,51
3.6061E+11,25,"Block Group 3, Census Tract 210, New York County, New York",2158,1304,0,1285,0,0,0,0,19,854,121,457,0,0,0,235,41
3.6061E+11,25,"Block Group 4, Census Tract 210, New York County, New York",1907,952,18,852,0,47,0,0,35,955,112,59,0,0,0,641,143
3.6061E+11,25,"Block Group 0, Census Tract 240, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,25,"Block Group 1, Census Tract 240, New York County, New York",1814,1406,368,907,12,59,33,7,20,408,281,95,0,0,0,7,25
3.6061E+11,25,"Block Group 1, Census Tract 242, New York County, New York",2090,1258,27,1205,8,18,0,0,0,832,222,157,0,0,0,270,183
3.6061E+11,25,"Block Group 2, Census Tract 242, New York County, New York",1199,743,0,668,0,75,0,0,0,456,46,116,0,0,0,294,0
3.6061E+11,25,"Block Group 3, Census Tract 242, New York County, New York",1132,578,178,289,0,111,0,0,0,554,76,4,0,19,0,455,0
3.6047E+11,79,"Block Group 1, Census Tract 193, Kings County, New York",1426,989,771,97,0,86,0,0,35,437,211,0,0,0,0,93,133
3.6047E+11,79,"Block Group 1, Census Tract 227, Kings County, New York",817,779,300,338,0,39,0,0,102,38,12,0,0,0,0,26,0
3.6047E+11,79,"Block Group 2, Census Tract 227, Kings County, New York",1379,1350,269,1020,0,41,0,0,20,29,0,0,0,0,0,29,0
3.6047E+11,79,"Block Group 4, Census Tract 227, Kings County, New York",842,768,283,423,0,3,11,0,48,74,58,0,0,0,0,13,3
3.6047E+11,79,"Block Group 1, Census Tract 229, Kings County, New York",970,826,334,476,0,8,0,0,8,144,28,52,15,0,0,49,0
3.6047E+11,79,"Block Group 2, Census Tract 229, Kings County, New York",953,900,352,373,0,143,0,0,32,53,32,21,0,0,0,0,0
3.6047E+11,79,"Block Group 3, Census Tract 229, Kings County, New York",945,936,305,538,0,47,0,27,19,9,0,0,0,0,0,0,9
3.6047E+11,79,"Block Group 4, Census Tract 229, Kings County, New York",994,915,389,373,0,133,0,0,20,79,55,0,0,0,8,16,0
3.6047E+11,79,"Block Group 1, Census Tract 233, Kings County, New York",1448,1307,679,423,0,189,0,0,16,141,102,9,0,0,0,21,9
3.6047E+11,79,"Block Group 2, Census Tract 233, Kings County, New York",2866,1987,0,1917,0,0,0,0,70,879,216,244,0,0,0,293,126
3.6047E+11,79,"Block Group 3, Census Tract 233, Kings County, New York",839,815,496,213,0,45,0,0,61,24,0,0,0,0,0,24,0
3.6047E+11,79,"Block Group 1, Census Tract 235, Kings County, New York",2375,2031,1242,477,0,244,0,22,46,344,205,11,0,0,0,118,10
3.6047E+11,79,"Block Group 2, Census Tract 235, Kings County, New York",1687,1266,1017,203,0,16,0,0,30,421,103,0,0,0,0,318,0
3.6047E+11,79,"Block Group 1, Census Tract 241, Kings County, New York",1284,1080,891,133,0,56,0,0,0,204,115,0,0,0,0,89,0
3.6047E+11,79,"Block Group 2, Census Tract 241, Kings County, New York",1217,999,398,479,0,62,0,4,56,218,76,13,0,0,0,85,44
3.6047E+11,79,"Block Group 1, Census Tract 243, Kings County, New York",1446,1246,456,542,0,144,0,0,104,200,58,7,0,0,0,122,13
3.6047E+11,79,"Block Group 2, Census Tract 243, Kings County, New York",1674,1568,718,764,0,36,0,0,50,106,45,10,0,0,0,51,0
3.6047E+11,79,"Block Group 3, Census Tract 243, Kings County, New York",900,629,159,428,0,12,0,0,30,271,180,31,0,0,0,60,0
3.6047E+11,79,"Block Group 1, Census Tract 245, Kings County, New York",992,933,211,688,0,10,0,0,24,59,0,47,0,0,0,0,12
3.6047E+11,79,"Block Group 2, Census Tract 245, Kings County, New York",1971,1895,415,1244,0,173,0,0,63,76,21,26,0,0,0,18,11
3.6047E+11,79,"Block Group 3, Census Tract 245, Kings County, New York",824,767,226,521,0,20,0,0,0,57,44,0,0,0,0,0,13
3.6047E+11,79,"Block Group 4, Census Tract 245, Kings County, New York",748,720,80,460,0,160,0,0,20,28,28,0,0,0,0,0,0
3.6047E+11,79,"Block Group 1, Census Tract 247, Kings County, New York",1223,1112,198,829,15,56,0,0,14,111,33,59,0,0,0,8,11
3.6047E+11,79,"Block Group 2, Census Tract 247, Kings County, New York",1175,1067,317,555,0,146,0,0,49,108,12,32,0,0,0,44,20
3.6047E+11,79,"Block Group 1, Census Tract 249, Kings County, New York",947,831,127,660,0,6,0,0,38,116,18,11,0,0,0,87,0
3.6047E+11,79,"Block Group 2, Census Tract 249, Kings County, New York",1612,1577,315,1138,0,124,0,0,0,35,12,0,0,0,0,23,0
3.6047E+11,79,"Block Group 3, Census Tract 249, Kings County, New York",1071,925,227,698,0,0,0,0,0,146,14,24,0,0,0,108,0
3.6047E+11,79,"Block Group 4, Census Tract 249, Kings County, New York",1000,1000,388,587,0,10,0,0,15,0,0,0,0,0,0,0,0
3.6047E+11,79,"Block Group 1, Census Tract 251, Kings County, New York",783,584,92,445,19,20,0,8,0,199,10,89,0,0,0,100,0
3.6047E+11,79,"Block Group 2, Census Tract 251, Kings County, New York",1691,1432,220,1115,0,60,0,0,37,259,77,79,0,0,0,32,71
3.6047E+11,79,"Block Group 3, Census Tract 251, Kings County, New York",1073,1009,172,789,0,24,0,0,24,64,0,0,0,0,0,18,46
3.6047E+11,79,"Block Group 1, Census Tract 253, Kings County, New York",1498,1317,567,580,0,142,0,0,28,181,86,69,0,0,0,26,0
3.6047E+11,79,"Block Group 2, Census Tract 253, Kings County, New York",1069,1007,288,675,0,41,0,0,3,62,32,30,0,0,0,0,0
3.6047E+11,79,"Block Group 3, Census Tract 253, Kings County, New York",369,292,143,135,0,14,0,0,0,77,45,26,0,0,0,6,0
3.6047E+11,79,"Block Group 1, Census Tract 255, Kings County, New York",2943,1071,158,805,0,94,0,0,14,1872,229,556,0,0,0,761,326
3.6047E+11,79,"Block Group 2, Census Tract 255, Kings County, New York",2626,936,0,867,19,8,0,0,42,1690,710,382,35,14,0,437,112
3.6047E+11,79,"Block Group 1, Census Tract 257, Kings County, New York",841,566,228,292,0,20,0,0,26,275,103,64,0,0,0,88,20
3.6047E+11,79,"Block Group 2, Census Tract 257, Kings County, New York",552,188,96,38,0,45,0,0,9,364,98,21,74,0,0,171,0
3.6047E+11,79,"Block Group 3, Census Tract 257, Kings County, New York",718,474,124,279,0,56,0,0,15,244,119,60,0,0,0,63,2
3.6047E+11,79,"Block Group 1, Census Tract 259.01, Kings County, New York",2158,1450,557,867,0,15,0,0,11,708,157,175,0,0,0,349,27
3.6047E+11,79,"Block Group 1, Census Tract 259.02, Kings County, New York",3826,2014,0,1948,0,45,0,0,21,1812,589,644,8,0,0,554,17
3.6047E+11,79,"Block Group 1, Census Tract 261, Kings County, New York",997,725,276,426,0,0,0,0,23,272,92,0,0,0,0,142,38
3.6047E+11,79,"Block Group 2, Census Tract 261, Kings County, New York",490,374,69,282,0,23,0,0,0,116,90,26,0,0,0,0,0
3.6047E+11,79,"Block Group 3, Census Tract 261, Kings County, New York",1485,725,172,553,0,0,0,0,0,760,241,180,0,0,0,32,307
3.6047E+11,79,"Block Group 4, Census Tract 261, Kings County, New York",1159,734,204,437,0,93,0,0,0,425,136,94,83,0,16,96,0
3.6047E+11,79,"Block Group 5, Census Tract 261, Kings County, New York",862,565,238,263,0,8,0,0,56,297,0,0,0,0,0,297,0
3.6047E+11,79,"Block Group 1, Census Tract 263, Kings County, New York",1834,1625,348,1205,0,39,0,24,9,209,78,26,33,0,0,72,0
3.6047E+11,79,"Block Group 1, Census Tract 265, Kings County, New York",1459,1067,313,716,0,9,0,0,29,392,20,0,0,0,0,255,117
3.6047E+11,79,"Block Group 2, Census Tract 265, Kings County, New York",789,724,275,440,0,9,0,0,0,65,11,0,0,8,0,24,22
3.6047E+11,79,"Block Group 3, Census Tract 265, Kings County, New York",1050,982,287,630,4,20,0,0,41,68,43,0,0,0,0,21,4
3.6047E+11,79,"Block Group 4, Census Tract 265, Kings County, New York",713,610,152,418,0,17,0,0,23,103,68,0,0,0,0,35,0
3.6047E+11,79,"Block Group 1, Census Tract 267, Kings County, New York",668,573,87,486,0,0,0,0,0,95,48,16,0,0,0,31,0
3.6047E+11,79,"Block Group 2, Census Tract 267, Kings County, New York",1315,1094,242,828,0,0,0,0,24,221,13,90,0,0,0,118,0
3.6047E+11,79,"Block Group 3, Census Tract 267, Kings County, New York",971,891,354,511,0,11,0,0,15,80,0,38,0,0,0,42,0
3.6047E+11,79,"Block Group 4, Census Tract 267, Kings County, New York",983,858,244,528,0,79,0,7,0,125,0,101,0,0,0,24,0
3.6047E+11,79,"Block Group 1, Census Tract 269, Kings County, New York",1283,1204,59,974,0,157,0,0,14,79,28,42,0,0,0,9,0
3.6047E+11,79,"Block Group 2, Census Tract 269, Kings County, New York",747,469,68,394,0,7,0,0,0,278,139,125,0,0,0,14,0
3.6047E+11,79,"Block Group 3, Census Tract 269, Kings County, New York",1272,1251,109,1051,0,63,0,0,28,21,0,11,0,10,0,0,0
3.6047E+11,79,"Block Group 1, Census Tract 271, Kings County, New York",1896,1731,168,1375,23,130,0,23,12,165,37,80,0,0,0,41,7
3.6047E+11,79,"Block Group 3, Census Tract 277, Kings County, New York",524,471,137,297,0,0,0,0,37,53,11,10,0,0,0,13,19
3.6047E+11,79,"Block Group 4, Census Tract 277, Kings County, New York",1556,1206,119,1057,0,0,0,0,30,350,95,26,0,0,0,66,163
3.6047E+11,79,"Block Group 3, Census Tract 281, Kings County, New York",1159,665,183,293,6,49,0,0,134,494,119,0,0,0,0,332,43
3.6047E+11,79,"Block Group 1, Census Tract 283, Kings County, New York",1478,937,285,590,14,34,0,0,14,541,173,7,0,0,0,192,169
3.6047E+11,79,"Block Group 1, Census Tract 285.01, Kings County, New York",460,180,137,22,0,21,0,0,0,280,47,0,0,0,0,233,0
3.6047E+11,79,"Block Group 1, Census Tract 285.02, Kings County, New York",2938,1723,7,1565,0,110,0,0,41,1215,234,212,0,0,0,635,134
3.60471E+11,79,"Block Group 1, Census Tract 1237, Kings County, New York",910,546,492,47,0,0,0,0,7,364,19,0,0,0,0,345,0
3.60471E+11,79,"Block Group 2, Census Tract 1237, Kings County, New York",2650,2622,2529,46,0,32,0,0,15,28,28,0,0,0,0,0,0
3.60471E+11,79,"Block Group 3, Census Tract 1237, Kings County, New York",2740,2420,2225,153,0,27,0,0,15,320,155,0,0,0,0,165,0
3.6061E+11,26,"Block Group 1, Census Tract 197.01, New York County, New York",593,446,229,23,0,183,0,0,11,147,64,0,0,0,0,23,60
3.6061E+11,26,"Block Group 0, Census Tract 199, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,26,"Block Group 1, Census Tract 199, New York County, New York",1552,1300,975,105,13,121,5,0,81,252,240,0,0,0,0,12,0
3.6061E+11,26,"Block Group 2, Census Tract 199, New York County, New York",1177,938,717,102,0,85,0,0,34,239,193,15,0,0,0,0,31
3.6061E+11,26,"Block Group 3, Census Tract 199, New York County, New York",1178,1088,687,105,0,224,1,25,46,90,76,4,0,0,0,10,0
3.6061E+11,26,"Block Group 4, Census Tract 199, New York County, New York",1740,1561,962,217,0,371,9,0,2,179,118,33,0,0,0,0,28
3.6061E+11,26,"Block Group 5, Census Tract 199, New York County, New York",2128,1742,1260,55,0,410,0,0,17,386,360,0,0,0,0,13,13
3.6061E+11,26,"Block Group 6, Census Tract 199, New York County, New York",1079,908,798,0,0,110,0,0,0,171,148,0,0,0,0,23,0
3.6061E+11,26,"Block Group 1, Census Tract 201.01, New York County, New York",1781,1599,950,269,39,282,0,0,59,182,147,0,0,0,0,25,10
3.6061E+11,26,"Block Group 1, Census Tract 203, New York County, New York",1837,1573,857,266,7,366,0,0,77,264,159,0,0,0,0,80,25
3.6061E+11,26,"Block Group 2, Census Tract 203, New York County, New York",1501,1277,825,189,27,216,5,0,15,224,201,8,0,0,0,15,0
3.6061E+11,26,"Block Group 0, Census Tract 205, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,26,"Block Group 1, Census Tract 205, New York County, New York",2604,2413,1787,243,0,314,0,6,63,191,171,8,0,0,0,6,6
3.6061E+11,26,"Block Group 2, Census Tract 205, New York County, New York",1523,1346,854,189,8,282,8,0,5,177,177,0,0,0,0,0,0
3.6061E+11,26,"Block Group 3, Census Tract 205, New York County, New York",893,817,685,48,0,84,0,0,0,76,57,10,0,0,0,9,0
3.6061E+11,26,"Block Group 1, Census Tract 207.01, New York County, New York",1482,1251,685,92,0,424,0,0,50,231,88,21,0,0,0,122,0
3.6061E+11,26,"Block Group 2, Census Tract 207.01, New York County, New York",1699,1498,885,91,0,472,0,0,50,201,116,33,0,10,0,42,0
3.6061E+11,26,"Block Group 1, Census Tract 209.01, New York County, New York",1645,980,158,709,0,58,0,0,55,665,34,26,0,0,0,572,33
3.6061E+11,26,"Block Group 2, Census Tract 209.01, New York County, New York",2121,828,45,686,0,61,0,0,36,1293,193,117,0,0,0,960,23
3.6061E+11,26,"Block Group 0, Census Tract 211, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,26,"Block Group 1, Census Tract 211, New York County, New York",1952,1697,972,127,0,484,0,114,0,255,80,0,0,0,0,42,133
3.6061E+11,26,"Block Group 2, Census Tract 211, New York County, New York",949,885,604,16,0,163,0,0,102,64,50,0,0,0,0,14,0
3.6061E+11,26,"Block Group 3, Census Tract 211, New York County, New York",2207,2130,1442,41,0,579,0,0,68,77,56,0,0,0,0,21,0
3.6061E+11,26,"Block Group 4, Census Tract 211, New York County, New York",862,498,0,498,0,0,0,0,0,364,27,0,0,0,0,337,0
3.6061E+11,26,"Block Group 5, Census Tract 211, New York County, New York",972,779,0,779,0,0,0,0,0,193,0,149,0,0,0,44,0
3.6061E+11,26,"Block Group 6, Census Tract 211, New York County, New York",2136,1855,843,237,0,723,0,0,52,281,252,29,0,0,0,0,0
3.6061E+11,26,"Block Group 7, Census Tract 211, New York County, New York",972,972,333,152,0,444,0,0,43,0,0,0,0,0,0,0,0
